image_path,fake_label,transform_label,category,transform_name,fake_name
original/real/real_006970.jpg,0,0,unknown,original,real
original/real/real_003543.jpg,0,0,unknown,original,real
original/real/real_004687.jpg,0,0,unknown,original,real
original/real/real_001434.jpg,0,0,unknown,original,real
original/real/real_004760.jpg,0,0,unknown,original,real
original/real/real_006370.jpg,0,0,unknown,original,real
original/real/real_008246.jpg,0,0,unknown,original,real
original/real/real_008483.jpg,0,0,unknown,original,real
original/real/real_006526.jpg,0,0,unknown,original,real
original/real/real_003370.jpg,0,0,unknown,original,real
original/real/real_005312.jpg,0,0,unknown,original,real
original/real/real_005104.jpg,0,0,unknown,original,real
original/real/real_005893.jpg,0,0,unknown,original,real
original/real/real_008175.jpg,0,0,unknown,original,real
original/real/real_003582.jpg,0,0,unknown,original,real
original/real/real_004228.jpg,0,0,unknown,original,real
original/real/real_002763.jpg,0,0,unknown,original,real
original/real/real_005676.jpg,0,0,unknown,original,real
original/real/real_008039.jpg,0,0,unknown,original,real
original/real/real_003040.jpg,0,0,unknown,original,real
original/real/real_005159.jpg,0,0,unknown,original,real
original/real/real_005414.jpg,0,0,unknown,original,real
original/real/real_006763.jpg,0,0,unknown,original,real
original/real/real_008126.jpg,0,0,unknown,original,real
original/real/real_006268.jpg,0,0,unknown,original,real
original/real/real_001449.jpg,0,0,unknown,original,real
original/real/real_002095.jpg,0,0,unknown,original,real
original/real/real_002903.jpg,0,0,unknown,original,real
original/real/real_000786.jpg,0,0,unknown,original,real
original/real/real_000926.jpg,0,0,unknown,original,real
original/real/real_007009.jpg,0,0,unknown,original,real
original/real/real_004004.jpg,0,0,unknown,original,real
original/real/real_001085.jpg,0,0,unknown,original,real
original/real/real_007383.jpg,0,0,unknown,original,real
original/real/real_008236.jpg,0,0,unknown,original,real
original/real/real_006366.jpg,0,0,unknown,original,real
original/real/real_009419.jpg,0,0,unknown,original,real
original/real/real_006524.jpg,0,0,unknown,original,real
original/real/real_000538.jpg,0,0,unknown,original,real
original/real/real_003982.jpg,0,0,unknown,original,real
original/real/real_000530.jpg,0,0,unknown,original,real
original/real/real_005335.jpg,0,0,unknown,original,real
original/real/real_009945.jpg,0,0,unknown,original,real
original/real/real_001162.jpg,0,0,unknown,original,real
original/real/real_005849.jpg,0,0,unknown,original,real
original/real/real_000594.jpg,0,0,unknown,original,real
original/real/real_007333.jpg,0,0,unknown,original,real
original/real/real_002470.jpg,0,0,unknown,original,real
original/real/real_001169.jpg,0,0,unknown,original,real
original/real/real_004548.jpg,0,0,unknown,original,real
original/real/real_005119.jpg,0,0,unknown,original,real
original/real/real_007086.jpg,0,0,unknown,original,real
original/real/real_005437.jpg,0,0,unknown,original,real
original/real/real_002737.jpg,0,0,unknown,original,real
original/real/real_000881.jpg,0,0,unknown,original,real
original/real/real_006898.jpg,0,0,unknown,original,real
original/real/real_008550.jpg,0,0,unknown,original,real
original/real/real_005249.jpg,0,0,unknown,original,real
original/real/real_006854.jpg,0,0,unknown,original,real
original/real/real_002961.jpg,0,0,unknown,original,real
original/real/real_006058.jpg,0,0,unknown,original,real
original/real/real_006280.jpg,0,0,unknown,original,real
original/real/real_000329.jpg,0,0,unknown,original,real
original/real/real_005435.jpg,0,0,unknown,original,real
original/real/real_005417.jpg,0,0,unknown,original,real
original/real/real_002295.jpg,0,0,unknown,original,real
original/real/real_008925.jpg,0,0,unknown,original,real
original/real/real_008799.jpg,0,0,unknown,original,real
original/real/real_002579.jpg,0,0,unknown,original,real
original/real/real_005931.jpg,0,0,unknown,original,real
original/real/real_009335.jpg,0,0,unknown,original,real
original/real/real_002247.jpg,0,0,unknown,original,real
original/real/real_009895.jpg,0,0,unknown,original,real
original/real/real_007361.jpg,0,0,unknown,original,real
original/real/real_008600.jpg,0,0,unknown,original,real
original/real/real_007554.jpg,0,0,unknown,original,real
original/real/real_005391.jpg,0,0,unknown,original,real
original/real/real_007739.jpg,0,0,unknown,original,real
original/real/real_007281.jpg,0,0,unknown,original,real
original/real/real_000398.jpg,0,0,unknown,original,real
original/real/real_007216.jpg,0,0,unknown,original,real
original/real/real_009204.jpg,0,0,unknown,original,real
original/real/real_002909.jpg,0,0,unknown,original,real
original/real/real_007505.jpg,0,0,unknown,original,real
original/real/real_008361.jpg,0,0,unknown,original,real
original/real/real_003544.jpg,0,0,unknown,original,real
original/real/real_003444.jpg,0,0,unknown,original,real
original/real/real_002064.jpg,0,0,unknown,original,real
original/real/real_001142.jpg,0,0,unknown,original,real
original/real/real_007802.jpg,0,0,unknown,original,real
original/real/real_005369.jpg,0,0,unknown,original,real
original/real/real_001207.jpg,0,0,unknown,original,real
original/real/real_002626.jpg,0,0,unknown,original,real
original/real/real_000890.jpg,0,0,unknown,original,real
original/real/real_008930.jpg,0,0,unknown,original,real
original/real/real_001709.jpg,0,0,unknown,original,real
original/real/real_004071.jpg,0,0,unknown,original,real
original/real/real_007189.jpg,0,0,unknown,original,real
original/real/real_007259.jpg,0,0,unknown,original,real
original/real/real_002420.jpg,0,0,unknown,original,real
original/real/real_009430.jpg,0,0,unknown,original,real
original/real/real_005697.jpg,0,0,unknown,original,real
original/real/real_001506.jpg,0,0,unknown,original,real
original/real/real_006453.jpg,0,0,unknown,original,real
original/real/real_009830.jpg,0,0,unknown,original,real
original/real/real_004069.jpg,0,0,unknown,original,real
original/real/real_005306.jpg,0,0,unknown,original,real
original/real/real_008778.jpg,0,0,unknown,original,real
original/real/real_002879.jpg,0,0,unknown,original,real
original/real/real_000534.jpg,0,0,unknown,original,real
original/real/real_004005.jpg,0,0,unknown,original,real
original/real/real_003524.jpg,0,0,unknown,original,real
original/real/real_005204.jpg,0,0,unknown,original,real
original/real/real_006061.jpg,0,0,unknown,original,real
original/real/real_005415.jpg,0,0,unknown,original,real
original/real/real_004441.jpg,0,0,unknown,original,real
original/real/real_003091.jpg,0,0,unknown,original,real
original/real/real_001272.jpg,0,0,unknown,original,real
original/real/real_000681.jpg,0,0,unknown,original,real
original/real/real_008777.jpg,0,0,unknown,original,real
original/real/real_009620.jpg,0,0,unknown,original,real
original/real/real_002588.jpg,0,0,unknown,original,real
original/real/real_008957.jpg,0,0,unknown,original,real
original/real/real_000359.jpg,0,0,unknown,original,real
original/real/real_004466.jpg,0,0,unknown,original,real
original/real/real_007640.jpg,0,0,unknown,original,real
original/real/real_002017.jpg,0,0,unknown,original,real
original/real/real_003781.jpg,0,0,unknown,original,real
original/real/real_004108.jpg,0,0,unknown,original,real
original/real/real_007082.jpg,0,0,unknown,original,real
original/real/real_004932.jpg,0,0,unknown,original,real
original/real/real_001602.jpg,0,0,unknown,original,real
original/real/real_005737.jpg,0,0,unknown,original,real
original/real/real_005786.jpg,0,0,unknown,original,real
original/real/real_001662.jpg,0,0,unknown,original,real
original/real/real_001948.jpg,0,0,unknown,original,real
original/real/real_008944.jpg,0,0,unknown,original,real
original/real/real_007542.jpg,0,0,unknown,original,real
original/real/real_003574.jpg,0,0,unknown,original,real
original/real/real_007458.jpg,0,0,unknown,original,real
original/real/real_009821.jpg,0,0,unknown,original,real
original/real/real_004901.jpg,0,0,unknown,original,real
original/real/real_004363.jpg,0,0,unknown,original,real
original/real/real_009198.jpg,0,0,unknown,original,real
original/real/real_003346.jpg,0,0,unknown,original,real
original/real/real_003453.jpg,0,0,unknown,original,real
original/real/real_002254.jpg,0,0,unknown,original,real
original/real/real_006201.jpg,0,0,unknown,original,real
original/real/real_001215.jpg,0,0,unknown,original,real
original/real/real_002149.jpg,0,0,unknown,original,real
original/real/real_003288.jpg,0,0,unknown,original,real
original/real/real_003195.jpg,0,0,unknown,original,real
original/real/real_008513.jpg,0,0,unknown,original,real
original/real/real_002191.jpg,0,0,unknown,original,real
original/real/real_006624.jpg,0,0,unknown,original,real
original/real/real_005395.jpg,0,0,unknown,original,real
original/real/real_006511.jpg,0,0,unknown,original,real
original/real/real_005128.jpg,0,0,unknown,original,real
original/real/real_001862.jpg,0,0,unknown,original,real
original/real/real_001386.jpg,0,0,unknown,original,real
original/real/real_004682.jpg,0,0,unknown,original,real
original/real/real_006930.jpg,0,0,unknown,original,real
original/real/real_007861.jpg,0,0,unknown,original,real
original/real/real_006414.jpg,0,0,unknown,original,real
original/real/real_002006.jpg,0,0,unknown,original,real
original/real/real_003237.jpg,0,0,unknown,original,real
original/real/real_001495.jpg,0,0,unknown,original,real
original/real/real_006214.jpg,0,0,unknown,original,real
original/real/real_008499.jpg,0,0,unknown,original,real
original/real/real_005085.jpg,0,0,unknown,original,real
original/real/real_001541.jpg,0,0,unknown,original,real
original/real/real_004959.jpg,0,0,unknown,original,real
original/real/real_001534.jpg,0,0,unknown,original,real
original/real/real_004725.jpg,0,0,unknown,original,real
original/real/real_007678.jpg,0,0,unknown,original,real
original/real/real_007051.jpg,0,0,unknown,original,real
original/real/real_008478.jpg,0,0,unknown,original,real
original/real/real_003028.jpg,0,0,unknown,original,real
original/real/real_001154.jpg,0,0,unknown,original,real
original/real/real_001188.jpg,0,0,unknown,original,real
original/real/real_009144.jpg,0,0,unknown,original,real
original/real/real_002539.jpg,0,0,unknown,original,real
original/real/real_003878.jpg,0,0,unknown,original,real
original/real/real_005526.jpg,0,0,unknown,original,real
original/real/real_002914.jpg,0,0,unknown,original,real
original/real/real_006047.jpg,0,0,unknown,original,real
original/real/real_001320.jpg,0,0,unknown,original,real
original/real/real_006142.jpg,0,0,unknown,original,real
original/real/real_002122.jpg,0,0,unknown,original,real
original/real/real_000567.jpg,0,0,unknown,original,real
